additive,aryl_halide,base,ligand,yield
3,7,2,3,0.948128865
3,6,2,3,16.64966496
3,8,2,3,19.99982627
3,4,2,3,4.992379236
3,3,2,3,53.99699311
3,5,2,3,57.37548977
3,9,2,3,22.61165831
3,1,2,3,28.75149591
3,14,2,3,26.98890626
3,10,2,3,20.85782482
3,2,2,3,20.73475671
3,15,2,3,30.87112941
3,12,1,3,20.36096013
3,11,1,3,38.91690391
3,13,1,3,41.70005044
3,7,1,3,0.940121626
3,6,1,3,14.90450687
3,8,1,3,19.596159
3,4,1,3,4.179760101
3,3,1,3,39.00815943
3,5,1,3,37.1696242
3,9,1,3,31.61725517
3,1,1,3,51.21654271
3,14,1,3,57.55128922
3,10,1,3,16.17382734
3,2,1,3,26.58751317
3,15,1,3,40.41327646
3,12,3,3,16.96531636
3,11,3,3,34.37725511
3,13,3,3,43.5835106
3,7,3,3,0.828206999
3,6,3,3,13.33632103
3,8,3,3,26.96354436
3,4,3,3,4.206951598
3,3,3,3,39.80435813
3,5,3,3,66.76359549
3,9,3,3,38.14302674
3,1,3,3,56.51667394
3,14,3,3,67.97172842
3,10,3,3,13.29271578
3,2,3,3,32.5166032
3,15,3,3,47.33481015
22,12,2,1,15.4176361
22,11,2,1,18.97417112
22,13,2,1,16.81589184
22,7,2,1,2.663355036
22,6,2,1,16.04854773
22,8,2,1,21.9766332
22,4,2,1,7.641917878
22,3,2,1,28.39231834
22,5,2,1,26.6748995
22,9,2,1,29.97543001
22,1,2,1,36.30636065
22,14,2,1,36.58798902
22,10,2,1,10.54082024
22,2,2,1,26.25688388
22,15,2,1,28.58964812
22,12,1,1,16.88486051
22,11,1,1,41.29698409
22,13,1,1,43.73298112
22,7,1,1,0.655700656
22,6,1,1,33.62905648
22,8,1,1,41.48980841
22,4,1,1,2.599454304
22,3,1,1,66.02401389
22,5,1,1,72.39052533
22,9,1,1,68.84655406
22,1,1,1,82.1847816
22,14,1,1,80.58917239
22,10,1,1,15.19452071
22,2,1,1,83.87445444
22,15,1,1,86.003404
22,12,3,1,30.01215681
22,11,3,1,51.39708789
22,13,3,1,50.13634297
22,7,3,1,2.942173839
22,6,3,1,34.96324083
22,8,3,1,51.01008234
22,4,3,1,15.31942872
22,3,3,1,81.56943098
22,5,3,1,77.57371189
22,9,3,1,86.68959994
22,1,3,1,92.91423383
22,14,3,1,97.56849953
22,10,3,1,35.55504656
22,2,3,1,98.73132029
22,15,3,1,98.28722602
7,12,2,1,5.980979595
7,11,2,1,50.58289676
7,13,2,1,45.08048043
7,7,2,1,0.0
7,6,2,1,42.11946098
7,8,2,1,49.11143206
7,4,2,1,0.705225291
7,3,2,1,70.86219062
7,5,2,1,66.44951759
7,9,2,1,65.93988128
7,1,2,1,66.07082051
7,14,2,1,66.20793624
7,10,2,1,6.110691586
7,2,2,1,67.81850094
7,15,2,1,72.63064909
7,12,1,1,7.837919121
7,11,1,1,46.74711139
7,13,1,1,46.25838016
7,7,1,1,0.0
7,6,1,1,37.03037628
7,8,1,1,43.69560153
7,4,1,1,0.595872872
7,3,1,1,70.54955286
7,5,1,1,80.90409924
7,9,1,1,70.2055639
7,1,1,1,83.08846167
7,14,1,1,85.14465222
7,10,1,1,3.149733367
7,2,1,1,78.08461533
7,15,1,1,82.13737482
7,12,3,1,7.782359234
7,11,3,1,53.59986981
7,13,3,1,51.75674767
7,7,3,1,0.0
7,6,3,1,49.61438009
7,8,3,1,53.675534
7,4,3,1,0.646778821
7,3,3,1,86.59757822
7,5,3,1,84.89551287
7,9,3,1,91.39064225
7,1,3,1,97.29293259
7,14,3,1,99.61910732
7,10,3,1,4.166287009
7,2,3,1,92.57247896
7,15,3,1,94.69105416
3,12,2,1,45.04873884
3,11,2,1,45.78100103
3,13,2,1,44.65371267
3,7,2,1,0.924541619
3,6,2,1,44.55887608
3,8,2,1,43.35721014
3,4,2,1,3.420166341
3,3,2,1,72.84831426
3,5,2,1,65.31185167
3,9,2,1,56.83280355
3,1,2,1,76.33726193
3,14,2,1,73.22050209
3,10,2,1,36.47724246
3,2,2,1,68.55764886
3,15,2,1,69.0890435
3,12,1,1,31.88044847
3,11,1,1,44.81754321
3,13,1,1,46.6498955
3,7,1,1,0.668792684
3,6,1,1,39.52986412
3,8,1,1,43.87183311
3,4,1,1,2.74612364
3,3,1,1,72.63770939
3,5,1,1,82.32885806
3,9,1,1,73.64322424
3,1,1,1,87.90201497
3,14,1,1,86.21979782
3,10,1,1,34.20844443
3,2,1,1,77.33294235
3,15,1,1,80.60055876
3,12,3,1,42.28229272
3,11,3,1,50.28665363
3,13,3,1,49.58296909
3,7,3,1,1.18600639
3,6,3,1,48.46327508
3,8,3,1,49.9274003
3,4,3,1,4.582095156
3,3,3,1,78.80108905
3,5,3,1,79.44483195
3,9,3,1,84.85609846
3,1,3,1,93.31083413
3,14,3,1,93.87454124
3,10,3,1,44.02752342
3,2,3,1,89.48065113
3,15,3,1,91.48509414
22,12,2,2,7.372693174
22,11,2,2,9.714563227
22,13,2,2,9.546870881
22,7,2,2,1.022402294
22,6,2,2,12.592787
22,8,2,2,14.01241706
22,4,2,2,4.337310253
22,3,2,2,19.47378974
22,5,2,2,23.2960789
22,9,2,2,24.90011385
22,1,2,2,28.47849533
22,14,2,2,33.33065232
22,10,2,2,6.753074014
22,2,2,2,15.06136862
22,15,2,2,15.12671706
22,12,1,2,3.88663609
22,11,1,2,25.83457198
22,13,1,2,44.5879911
22,7,1,2,0.0
22,6,1,2,15.16664871
22,8,1,2,40.37403082
22,4,1,2,0.0
22,3,1,2,27.79577337
22,5,1,2,72.31351298
22,9,1,2,32.00160024
22,1,1,2,51.8134607
22,14,1,2,83.36436834
22,10,1,2,2.641901391
22,2,1,2,57.97752811
22,15,1,2,80.28994263
22,12,3,2,9.564949769
22,11,3,2,37.21381762
22,13,3,2,47.09764929
22,7,3,2,1.100030526
22,6,3,2,35.70389569
22,8,3,2,54.89240735
22,4,3,2,0.0
22,3,3,2,57.45048731
22,5,3,2,77.02732986
22,9,3,2,69.39855223
22,1,3,2,85.4419715
22,14,3,2,92.00324978
22,10,3,2,21.86178566
22,2,3,2,83.65433196
22,15,3,2,92.95670274
7,12,2,2,1.297818598
7,11,2,2,28.35051675
7,13,2,2,40.1812432
7,7,2,2,0.0
7,6,2,2,40.45135336
7,8,2,2,42.27311559
7,4,2,2,0.910655456
7,3,2,2,62.16368477
7,5,2,2,66.88608561
7,9,2,2,76.83418769
7,1,2,2,91.6524383
7,14,2,2,66.37274183
7,10,2,2,2.534585496
7,2,2,2,47.17441756
7,15,2,2,52.43589363
7,12,1,2,3.542495517
7,11,1,2,39.19686382
7,13,1,2,45.87563784
7,7,1,2,0.0
7,6,1,2,24.02819715
7,8,1,2,39.3913488
7,4,1,2,0.0
7,3,1,2,50.04747607
7,5,1,2,74.62438876
7,9,1,2,54.58472012
7,1,1,2,74.81544975
7,14,1,2,84.20189779
7,10,1,2,2.234092607
7,2,1,2,71.60789091
7,15,1,2,72.77189285
7,12,3,2,4.275083316
7,11,3,2,40.44190447
7,13,3,2,46.6599306
7,7,3,2,0.0
7,6,3,2,46.64994849
7,8,3,2,45.97105208
7,4,3,2,0.0
7,3,3,2,72.38342011
7,5,3,2,82.71053034
7,9,3,2,77.8707536
7,1,3,2,96.59121826
7,14,3,2,97.94800557
7,10,3,2,3.498335753
7,2,3,2,89.32288292
7,15,3,2,89.21674959
3,12,2,2,9.910073167
3,11,2,2,33.09515946
3,13,2,2,39.91592357
3,7,2,2,0.297246729
3,6,2,2,43.42467948
3,8,2,2,45.27500965
3,4,2,2,0.858974836
3,3,2,2,68.84924903
3,5,2,2,64.60847653
3,9,2,2,63.8547365
3,1,2,2,76.33612431
3,14,2,2,73.13965753
3,10,2,2,4.497312079
3,2,2,2,40.87667176
3,15,2,2,40.31664678
3,12,1,2,24.27358667
3,11,1,2,42.64405348
3,13,1,2,47.5989822
3,7,1,2,0.345789289
3,6,1,2,40.97949244
3,8,1,2,43.26194293
3,4,1,2,1.497954505
3,3,1,2,68.06627781
3,5,1,2,74.75498754
3,9,1,2,70.28309787
3,1,1,2,80.52782377
3,14,1,2,85.26909551
3,10,1,2,21.94834142
3,2,1,2,72.58738213
3,15,1,2,77.03264152
3,12,3,2,23.09132333
3,11,3,2,47.555818
3,13,3,2,46.76206263
3,7,3,2,0.605197064
3,6,3,2,47.14534203
3,8,3,2,45.98211557
3,4,3,2,0.0
3,3,3,2,79.73976585
3,5,3,2,80.78664078
3,9,3,2,84.69021766
3,1,3,2,91.05627032
3,14,3,2,98.17713445
3,10,3,2,23.84150703
3,2,3,2,86.41285544
3,15,3,2,87.55418753
22,12,2,4,6.575127297
22,11,2,4,8.742546332
22,13,2,4,9.935132826
22,7,2,4,1.705289038
22,6,2,4,12.29594301
22,8,2,4,16.85702349
22,4,2,4,3.595206135
22,3,2,4,19.90273024
22,5,2,4,25.2527032
22,9,2,4,16.1585109
22,1,2,4,20.64357371
22,14,2,4,24.16256349
22,10,2,4,7.938107708
22,2,2,4,13.6465536
22,15,2,4,14.36737015
22,12,1,4,3.956885702
22,11,1,4,22.516172
22,13,1,4,39.74593472
22,7,1,4,0.0
22,6,1,4,15.82179421
22,8,1,4,40.1396941
22,4,1,4,0.57693322
22,3,1,4,29.29795514
22,5,1,4,73.73993868
22,9,1,4,24.60602271
22,1,1,4,39.09372544
22,14,1,4,65.38933316
22,10,1,4,2.344713425
22,2,1,4,48.30710262
22,15,1,4,72.94185386
22,12,3,4,10.00188169
22,11,3,4,37.52076416
22,13,3,4,52.58811564
22,7,3,4,0.862838268
22,6,3,4,34.28507945
22,8,3,4,53.14523882
22,4,3,4,2.173414859
22,3,3,4,59.96800012
22,5,3,4,80.9780499
22,9,3,4,68.0065648
22,1,3,4,84.91024962
22,14,3,4,95.07020116
22,10,3,4,15.22347574
22,2,3,4,86.41541039
22,15,3,4,92.13068227
7,12,2,4,2.038853369
7,11,2,4,28.76096277
7,13,2,4,44.56045142
7,7,2,4,0.380918213
7,6,2,4,44.68712072
7,8,2,4,52.78848387
7,4,2,4,1.112658983
7,3,2,4,67.02083729
7,5,2,4,72.46627889
7,9,2,4,55.08984272
7,1,2,4,63.25759385
7,14,2,4,66.28326385
7,10,2,4,6.141106311
7,2,2,4,54.56358173
7,15,2,4,63.22469221
7,12,1,4,2.256359852
7,11,1,4,32.38635793
7,13,1,4,44.44197306
7,7,1,4,0.0
7,6,1,4,21.71222946
7,8,1,4,43.86426544
7,4,1,4,0.0
7,3,1,4,39.83155733
7,5,1,4,78.71189796
7,9,1,4,34.68494953
7,1,1,4,51.68395023
7,14,1,4,69.94718927
7,10,1,4,1.517636561
7,2,1,4,65.78374618
7,15,1,4,79.37053051
7,12,3,4,2.510510682
7,11,3,4,36.61548208
7,13,3,4,52.67302388
7,7,3,4,0.0
7,6,3,4,32.99753143
7,8,3,4,57.53990104
7,4,3,4,0.544984175
7,3,3,4,57.85208433
7,5,3,4,85.89473594
7,9,3,4,67.67136056
7,1,3,4,95.55515456
7,14,3,4,99.03446213
7,10,3,4,2.310618854
7,2,3,4,86.53541708
7,15,3,4,94.50096737
3,12,2,4,7.7649642
3,11,2,4,31.45776364
3,13,2,4,39.80414391
3,7,2,4,0.230274449
3,6,2,4,47.71300168
3,8,2,4,54.76985941
3,4,2,4,0.737631078
3,3,2,4,74.13888356
3,5,2,4,71.26504827
3,9,2,4,64.02888238
3,1,2,4,74.63930208
3,14,2,4,76.16070518
3,10,2,4,5.908085833
3,2,2,4,52.86647451
3,15,2,4,56.03413013
3,12,1,4,12.72121896
3,11,1,4,41.67771463
3,13,1,4,43.87448476
3,7,1,4,0.316193405
3,6,1,4,40.29418927
3,8,1,4,45.40015878
3,4,1,4,0.778234105
3,3,1,4,65.05218409
3,5,1,4,78.61961971
3,9,1,4,45.30738516
3,1,1,4,56.65401799
3,14,1,4,68.60611463
3,10,1,4,12.48635948
3,2,1,4,69.81626316
3,15,1,4,75.30179851
3,12,3,4,14.49254361
3,11,3,4,52.13571621
3,13,3,4,48.86581696
3,7,3,4,0.364667905
3,6,3,4,55.18037009
3,8,3,4,55.01223205
3,4,3,4,1.087256852
3,3,3,4,81.22830675
3,5,3,4,80.71099803
3,9,3,4,86.20017514
3,1,3,4,84.17796028
3,14,3,4,95.67591323
3,10,3,4,14.50083816
3,2,3,4,91.52862329
3,15,3,4,92.65898323
18,12,2,3,12.6512469
18,11,2,3,13.83708642
18,13,2,3,15.0343232
18,7,2,3,1.856863727
18,6,2,3,4.344676685
18,8,2,3,5.971176669
18,4,2,3,8.323184663
18,3,2,3,13.24692026
18,5,2,3,15.01178808
18,9,2,3,12.98584411
18,1,2,3,17.08756486
18,14,2,3,19.42152909
18,10,2,3,61.68885211
18,2,2,3,64.52902546
18,15,2,3,64.66756982
18,12,1,3,14.26895253
18,11,1,3,24.93013825
18,13,1,3,38.55067304
18,7,1,3,0.0
18,6,1,3,1.224185961
18,8,1,3,2.633257106
18,4,1,3,1.932595354
18,3,1,3,8.432863834
18,5,1,3,11.40684881
18,9,1,3,16.82928554
18,1,1,3,35.53815083
18,14,1,3,41.96438983
18,10,1,3,2.917168593
18,2,1,3,7.768371677
18,15,1,3,14.74148388
18,12,3,3,21.50977994
18,11,3,3,20.96272395
18,13,3,3,26.67806508
18,7,3,3,0.0
18,6,3,3,3.941726457
18,8,3,3,7.774794319
18,4,3,3,2.331533569
18,3,3,3,15.28777504
18,5,3,3,23.43579167
18,9,3,3,15.69796379
18,1,3,3,27.33482675
18,14,3,3,34.44632451
18,10,3,3,9.061926079
18,2,3,3,20.11332693
18,15,3,3,25.93974836
20,12,2,3,2.968869757
20,11,2,3,2.391870808
20,13,2,3,20.86747592
20,7,2,3,2.064063489
20,6,2,3,11.1309805
20,8,2,3,14.36693621
20,4,2,3,9.085602443
20,3,2,3,51.71538404
20,5,2,3,53.23936389
20,9,2,3,10.59565991
20,1,2,3,12.24156469
20,14,2,3,12.7214048
20,10,2,3,20.53476821
20,2,2,3,16.03639807
20,15,2,3,19.29401032
20,12,1,3,24.42152468
20,11,1,3,35.72058232
20,13,1,3,34.68866542
20,7,1,3,1.299881507
20,6,1,3,17.26980964
20,8,1,3,28.37187434
20,4,1,3,5.370036774
20,3,1,3,37.71186321
20,5,1,3,36.02889558
20,9,1,3,32.92776022
20,1,1,3,59.55262648
20,14,1,3,57.6053748
20,10,1,3,18.46342998
20,2,1,3,36.80966237
20,15,1,3,44.33084711
20,12,3,3,26.52646529
20,11,3,3,40.07198822
20,13,3,3,44.04700483
20,7,3,3,0.844427684
20,6,3,3,10.60791195
20,8,3,3,19.44976087
20,4,3,3,4.67315366
20,3,3,3,33.71090461
20,5,3,3,58.95423439
20,9,3,3,32.36907857
20,1,3,3,58.30938102
20,14,3,3,63.62909921
20,10,3,3,15.1458408
20,2,3,3,31.9937252
20,15,3,3,53.36463944
13,12,2,3,5.928429551
13,11,2,3,9.302544665
13,13,2,3,34.88077285
13,7,2,3,0.47110416
13,6,2,3,28.77482765
13,8,2,3,35.21497708
13,4,2,3,4.111488109
13,3,2,3,64.27233548
13,5,2,3,65.69456697
13,9,2,3,14.11480355
13,1,2,3,17.56349703
13,14,2,3,15.1215994
13,10,2,3,12.74466628
13,2,2,3,14.21418921
13,15,2,3,16.84841979
13,12,1,3,19.58685815
13,11,1,3,43.74297776
13,13,1,3,41.13226409
13,7,1,3,0.43718104
13,6,1,3,23.41191123
13,8,1,3,34.22871308
13,4,1,3,2.005732083
13,3,1,3,50.97511306
13,5,1,3,50.54514481
13,9,1,3,39.19022489
13,1,1,3,59.13712916
13,14,1,3,63.46127974
13,10,1,3,14.56258268
13,2,1,3,42.70687587
13,15,1,3,51.1783537
13,12,3,3,20.79893886
13,11,3,3,44.03844861
13,13,3,3,47.42870408
13,7,3,3,0.389738186
13,6,3,3,14.82994008
13,8,3,3,27.38026406
13,4,3,3,1.922791563
13,3,3,3,42.32124218
13,5,3,3,66.26745697
13,9,3,3,38.26811211
13,1,3,3,65.27849508
13,14,3,3,69.51698512
13,10,3,3,11.65114169
13,2,3,3,35.81675951
13,15,3,3,49.09682213
18,12,2,1,14.56538038
18,11,2,1,18.74350865
18,13,2,1,19.60839775
18,7,2,1,2.060581853
18,6,2,1,16.39030586
18,8,2,1,19.65840226
18,4,2,1,6.853480142
18,3,2,1,26.75645727
18,5,2,1,27.04861196
18,9,2,1,31.29909936
18,1,2,1,35.2030282
18,14,2,1,40.08669181
18,10,2,1,68.76495224
18,2,2,1,74.00970333
18,15,2,1,70.58038327
18,12,1,1,12.56300254
18,11,1,1,47.02427089
18,13,1,1,48.56121582
18,7,1,1,0.529819216
18,6,1,1,47.2768797
18,8,1,1,55.19349187
18,3,1,1,73.2728017
18,5,1,1,77.78682066
18,9,1,1,69.39495874
18,1,1,1,84.60201966
18,14,1,1,85.14015258
18,10,1,1,12.48383732
18,2,1,1,78.00495066
18,15,1,1,83.73721982
18,12,3,1,26.05284451
18,11,3,1,53.83922891
18,13,3,1,52.3137348
18,7,3,1,3.500057239
18,6,3,1,49.39865649
18,8,3,1,56.13504943
18,4,3,1,16.2490011
18,3,3,1,79.87241595
18,5,3,1,81.15116736
18,9,3,1,88.44637346
18,1,3,1,93.09950718
18,14,3,1,99.99999
18,10,3,1,36.89391539
18,2,3,1,94.34623373
18,15,3,1,93.02887198
20,12,2,1,34.28672739
20,11,2,1,51.07128287
20,13,2,1,44.71241275
20,7,2,1,1.112505085
20,6,2,1,50.90618574
20,8,2,1,54.23706048
20,4,2,1,4.695061055
20,3,2,1,83.3036144
20,5,2,1,70.00785114
20,9,2,1,52.85443039
20,1,2,1,72.15476775
20,14,2,1,73.13874552
20,10,2,1,18.412337
20,2,2,1,1.57607478
20,15,2,1,1.834161249
20,12,1,1,39.94694428
20,11,1,1,54.22375463
20,13,1,1,50.12467654
20,7,1,1,1.102452884
20,6,1,1,45.39654665
20,8,1,1,51.57354724
20,3,1,1,77.85802389
20,5,1,1,80.13587028
20,9,1,1,80.58863006
20,1,1,1,86.2541164
20,14,1,1,91.93340238
20,10,1,1,49.30997149
20,2,1,1,86.10507439
20,15,1,1,88.16754027
20,12,3,1,45.04099086
20,11,3,1,52.01896484
20,13,3,1,50.27132659
20,7,3,1,1.402918235
20,6,3,1,50.57898439
20,8,3,1,51.23480839
20,4,3,1,6.591475121
20,3,3,1,83.09647392
20,5,3,1,79.26160687
20,9,3,1,86.19439925
20,1,3,1,91.26694463
20,14,3,1,95.38648822
20,10,3,1,63.26443611
20,2,3,1,94.87994774
20,15,3,1,93.42111456
13,12,2,1,31.76101887
13,11,2,1,47.94242943
13,13,2,1,42.81292825
13,7,2,1,0.39886034
13,6,2,1,45.57576479
13,8,2,1,49.32093179
13,4,2,1,3.622466468
13,3,2,1,75.31115449
13,5,2,1,67.19184926
13,9,2,1,54.63079808
13,1,2,1,63.14714159
13,14,2,1,63.83709974
13,10,2,1,20.39347896
13,2,2,1,0.0
13,15,2,1,0.0
13,12,1,1,34.30918762
13,11,1,1,52.55061961
13,13,1,1,52.37811419
13,7,1,1,0.695297498
13,6,1,1,43.182647
13,8,1,1,52.5635645
13,4,1,1,3.012114112
13,3,1,1,80.58281911
13,5,1,1,81.02094948
13,9,1,1,76.63515592
13,1,1,1,88.44485055
13,14,1,1,90.22793001
13,10,1,1,30.758172
13,2,1,1,85.68357471
13,15,1,1,86.971127
13,12,3,1,34.96627405
13,7,3,1,0.97555089
13,6,3,1,44.07099157
13,8,3,1,48.93807733
13,4,3,1,3.893641215
13,3,3,1,79.05542624
13,5,3,1,79.63886176
13,9,3,1,86.00345438
13,1,3,1,92.13719474
13,14,3,1,91.51096876
13,10,3,1,30.83522639
13,2,3,1,92.72370704
13,15,3,1,92.25602815
18,12,2,2,9.322132163
18,11,2,2,13.23389373
18,13,2,2,12.65611523
18,7,2,2,0.862512473
18,6,2,2,11.12595571
18,8,2,2,11.33541199
18,4,2,2,3.848767902
18,3,2,2,26.55673667
18,5,2,2,25.42117806
18,9,2,2,23.70056273
18,1,2,2,25.95507424
18,14,2,2,35.80276164
18,10,2,2,66.85191048
18,2,2,2,70.56509529
18,15,2,2,66.6354412
18,12,1,2,3.468901589
18,11,1,2,31.17955703
18,13,1,2,44.26289513
18,7,1,2,0.0
18,6,1,2,11.31352123
18,8,1,2,33.79435982
18,4,1,2,0.0
18,3,1,2,36.54381967
18,5,1,2,78.50560016
18,9,1,2,32.19059222
18,1,1,2,55.46040564
18,14,1,2,81.63511603
18,10,1,2,4.546243303
18,2,1,2,60.54913452
18,15,1,2,71.15077458
18,12,3,2,22.42347536
18,11,3,2,41.46468331
18,13,3,2,54.24578847
18,7,3,2,1.581660756
18,6,3,2,20.76458994
18,8,3,2,36.05750203
18,4,3,2,7.805738503
18,3,3,2,52.90774845
18,5,3,2,83.29437838
18,9,3,2,50.80872036
18,1,3,2,71.49385038
18,14,3,2,99.99999
18,10,3,2,29.94942755
18,2,3,2,80.02767877
18,15,3,2,88.40427326
20,12,2,2,7.021683633
20,11,2,2,32.41068171
20,13,2,2,34.60429695
20,7,2,2,0.51807887
20,6,2,2,38.44240466
20,8,2,2,50.89816476
20,4,2,2,5.429390182
20,3,2,2,70.22907456
20,5,2,2,73.4448659
20,9,2,2,68.99091328
20,1,2,2,87.93113193
20,14,2,2,89.46707858
20,10,2,2,6.160292213
20,2,2,2,4.80921591
20,15,2,2,4.592618792
20,12,1,2,25.85124884
20,11,1,2,48.4805474
20,13,1,2,47.29404915
20,7,1,2,0.682447226
20,6,1,2,40.82349272
20,8,1,2,45.50089871
20,4,1,2,2.461539411
20,3,1,2,73.58359974
20,5,1,2,79.18190676
20,9,1,2,78.17281005
20,1,1,2,84.44355873
20,14,1,2,91.20970452
20,10,1,2,40.48243437
20,2,1,2,78.37132703
20,12,3,2,23.89038147
20,11,3,2,46.79588748
20,13,3,2,46.14092963
20,7,3,2,0.81239337
20,6,3,2,34.83452753
20,8,3,2,44.26066466
20,4,3,2,9.034825048
20,3,3,2,74.23566846
20,5,3,2,78.10978605
20,9,3,2,86.12188158
20,1,3,2,87.95919128
20,14,3,2,92.35381549
20,10,3,2,42.37662469
20,2,3,2,89.5866498
20,15,3,2,88.35188783
13,12,2,2,1.039364305
13,11,2,2,23.78240992
13,13,2,2,28.58196621
13,7,2,2,0.0
13,6,2,2,44.72607544
13,8,2,2,37.40734019
13,4,2,2,7.259312325
13,3,2,2,68.29340203
13,5,2,2,71.5462211
13,9,2,2,69.08248124
13,1,2,2,88.30829539
13,14,2,2,92.90401218
13,10,2,2,1.691952122
13,2,2,2,0.955483806
13,15,2,2,0.597977578
13,12,1,2,13.50296194
13,11,1,2,48.49744103
13,13,1,2,50.86308576
13,7,1,2,0.0
13,6,1,2,47.57684436
13,8,1,2,54.42113597
13,4,1,2,0.0
13,3,1,2,77.66498135
13,5,1,2,81.47790375
13,9,1,2,63.40623793
13,1,1,2,77.4707991
13,14,1,2,90.37135809
13,10,1,2,13.89042777
13,2,1,2,81.62368897
13,15,1,2,83.33821324
13,12,3,2,18.21528105
13,11,3,2,49.51819322
13,13,3,2,47.67937659
13,7,3,2,0.354218547
13,6,3,2,48.43208177
13,8,3,2,43.57558027
13,4,3,2,4.228381568
13,3,3,2,79.45834404
13,5,3,2,79.06108402
13,9,3,2,87.76406197
13,1,3,2,93.03255731
13,14,3,2,98.84920594
13,10,3,2,14.59032311
13,2,3,2,93.74857618
13,15,3,2,93.10117477
18,12,2,4,9.062775444
18,11,2,4,13.5242012
18,13,2,4,13.8481868
18,7,2,4,1.858564029
18,6,2,4,13.88581248
18,8,2,4,16.72117045
18,4,2,4,6.264897465
18,3,2,4,23.31600153
18,5,2,4,26.3918508
18,9,2,4,19.27582448
18,1,2,4,20.15990301
18,14,2,4,27.24737039
18,10,2,4,68.47251074
18,2,2,4,71.41375314
18,15,2,4,68.57486471
18,12,1,4,3.309805744
18,11,1,4,19.84794125
18,13,1,4,35.66483427
18,7,1,4,0.0
18,6,1,4,15.1448727
18,8,1,4,47.46105675
18,4,1,4,0.620480408
18,3,1,4,27.30055458
18,5,1,4,67.48065191
18,9,1,4,17.3168226
18,1,1,4,16.25514799
18,14,1,4,50.42857568
18,10,1,4,4.713893798
18,2,1,4,45.27091516
18,15,1,4,58.943816
18,12,3,4,20.59737033
18,11,3,4,33.22033214
18,13,3,4,48.38997285
18,7,3,4,2.018550488
18,6,3,4,28.52881836
18,8,3,4,49.32388819
18,4,3,4,7.120028255
18,3,3,4,49.40490981
18,5,3,4,74.16554821
18,9,3,4,44.47903411
18,1,3,4,59.28097568
18,14,3,4,81.51017538
18,10,3,4,28.30443344
18,2,3,4,68.89095082
18,15,3,4,84.40270662
20,12,2,4,5.298717423
20,11,2,4,41.59326244
20,13,2,4,44.78270058
20,7,2,4,1.262424529
20,6,2,4,53.17975334
20,8,2,4,54.63240731
20,4,2,4,4.246823607
20,3,2,4,82.46360414
20,5,2,4,79.07623711
20,9,2,4,74.61155282
20,1,2,4,83.37705512
20,14,2,4,91.37329051
20,10,2,4,9.147761663
20,2,2,4,1.707595349
20,15,2,4,2.733728741
20,12,1,4,25.8434488
20,11,1,4,48.06786456
